Id,Applications,Cef,NBR Version,Kit,Remarks,Manufacturer,Tipologia Appplicazione,Applications_note
"192","PUMP/POMPA 11410-200","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"193","PUMP/POMPA 11430-01","500100GX","500200GX",,,"JABSCO","INBOARD_ENGINES",
"194","PUMP/POMPA 11470-200","500116GX","500216GX","RK0006",,"JABSCO","INBOARD_ENGINES",
"195","PUMP/POMPA 11570-200","500116GX","500216GX",,,"JABSCO","INBOARD_ENGINES",
"196","PUMP/POMPA 11590-204","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"197","PUMP/POMPA 11600","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"198","PUMP/POMPA 11620-200","500100GX","500200GX",,,"JABSCO","INBOARD_ENGINES",
"199","PUMP/POMPA 11620-211","500100GX","500200GX",,,"JABSCO","INBOARD_ENGINES",
"200","PUMP/POMPA 11650-200","500100GX","500200GX",,,"JABSCO","INBOARD_ENGINES",
"201","PUMP/POMPA 11740-200","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"202","PUMP/POMPA 11740-205","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"203","PUMP/POMPA 11790","500105GT","500205GT",,,"JABSCO","INBOARD_ENGINES",
"204","PUMP/POMPA 11790-1","500105GT","500205GT",,,"JABSCO","INBOARD_ENGINES",
"205","PUMP/POMPA 11850-0101","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"206","PUMP/POMPA 11850-0701","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"207","PUMP/POMPA 11850-0711","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"208","PUMP/POMPA 11860-0001","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"209","PUMP/POMPA 11860-0006","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"210","PUMP/POMPA 11860-0007","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"211","PUMP/POMPA 11870-0005","500135T","500235T",,,"JABSCO","INBOARD_ENGINES",
"212","PUMP/POMPA 11870-0006","500205GT",,,,"JABSCO","INBOARD_ENGINES",
"213","PUMP/POMPA 11870-0007","500135T","500235T",,,"JABSCO","INBOARD_ENGINES",
"214","PUMP/POMPA 12280-0001","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"215","PUMP/POMPA 12580-0001","500138","500210",,,"JABSCO","INBOARD_ENGINES",
"216","PUMP/POMPA 12590-0001","500138","500238",,,"JABSCO","INBOARD_ENGINES",
"217","PUMP/POMPA 12590-0011","500110","500210",,,"JABSCO","INBOARD_ENGINES",
"218","PUMP/POMPA 14210-0001","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"219","PUMP/POMPA 14620","500102T",,,,"JABSCO","INBOARD_ENGINES",
"220","PUMP/POMPA 14940-0001","500130",,,,"JABSCO","INBOARD_ENGINES",
"221","PUMP/POMPA 1673-0001","500107GT",,,,"JABSCO","INBOARD_ENGINES",
"222","PUMP/POMPA 1673-1001","500107GT",,,,"JABSCO","INBOARD_ENGINES",
"223","PUMP/POMPA 1673-9001","500107GT",,,,"JABSCO","INBOARD_ENGINES",
"224","PUMP/POMPA 1673-9051","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"225","PUMP/POMPA 17100 SERIES","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"226","PUMP/POMPA 17100-0001","500114T","500214T","RK0004",,"JABSCO","INBOARD_ENGINES",
"227","PUMP/POMPA 17100-0005","500114T","500214T","RK0004",,"JABSCO","INBOARD_ENGINES",
"228","PUMP/POMPA 17100-0011","500114T","500214T","RK0004",,"JABSCO","INBOARD_ENGINES",
"229","PUMP/POMPA 17120-0001","500100GX","500200GX",,,"JABSCO","INBOARD_ENGINES",
"230","PUMP/POMPA 17350-0011","500177GT",,"RK0009",,"JABSCO","INBOARD_ENGINES",
"231","PUMP/POMPA 17410-0001","500107GT","500207GT","RK0005",,"JABSCO","INBOARD_ENGINES",
"232","PUMP/POMPA 18200-0001","500152",,,,"JABSCO","INBOARD_ENGINES",
"233","PUMP/POMPA 18300-0000","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"234","PUMP/POMPA 18320-0000","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"235","PUMP/POMPA 18320-0001","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"236","PUMP/POMPA 18320-0002","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"237","PUMP/POMPA 18340-0000","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"238","PUMP/POMPA 18370-0000","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"239","PUMP/POMPA 18590-0000","500210","500210",,,"JABSCO","INBOARD_ENGINES",
"240","PUMP/POMPA 18770-0003","500144",,,,"JABSCO","INBOARD_ENGINES",
"241","PUMP/POMPA 18770-0004","500144",,,,"JABSCO","INBOARD_ENGINES",
"242","PUMP/POMPA 18770-0005","500144",,,,"JABSCO","INBOARD_ENGINES",
"243","PUMP/POMPA 18780-0001","500153",,,,"JABSCO","INBOARD_ENGINES",
"244","PUMP/POMPA 18780-0003","500153",,,,"JABSCO","INBOARD_ENGINES",
"245","PUMP/POMPA 18780-0013","500153",,,,"JABSCO","INBOARD_ENGINES",
"246","PUMP/POMPA 18790-0001","500153",,,,"JABSCO","INBOARD_ENGINES",
"247","PUMP/POMPA 18830 SERIES","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"248","PUMP/POMPA 18840 SERIES","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"249","PUMP/POMPA 21080-200","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"250","PUMP/POMPA 21080-204","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"251","PUMP/POMPA 21090-200","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"252","PUMP/POMPA 21090-204","500105GT","500205GT",,,"JABSCO","INBOARD_ENGINES",
"253","PUMP/POMPA 21100","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"254","PUMP/POMPA 21130-200","500100GX","500200GX",,,"JABSCO","INBOARD_ENGINES",
"255","PUMP/POMPA 21130-2101","500100GX","500200GX",,,"JABSCO","INBOARD_ENGINES",
"256","PUMP/POMPA 21140-200","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"257","PUMP/POMPA 21140-201","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"258","PUMP/POMPA 21140-204","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"259","PUMP/POMPA 21140-2101","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"260","PUMP/POMPA 21140-2141","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"261","PUMP/POMPA 21140-2201","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"262","PUMP/POMPA 21140-2241","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"263","PUMP/POMPA 21140-2401","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"264","PUMP/POMPA 21140-2441","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"265","PUMP/POMPA 21140-2601","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"266","PUMP/POMPA 21140-2641","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"267","PUMP/POMPA 21140-2701","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"268","PUMP/POMPA 21180","500105GT","500205GT",,,"JABSCO","INBOARD_ENGINES",
"269","PUMP/POMPA 21180-05","500105GT","500205GT",,,"JABSCO","INBOARD_ENGINES",
"270","PUMP/POMPA 21580-200","500114T","500214T","RK0004",,"JABSCO","INBOARD_ENGINES",
"271","PUMP/POMPA 21680-05","500135T","500235T",,,"JABSCO","INBOARD_ENGINES",
"272","PUMP/POMPA 21690","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"273","PUMP/POMPA 21690-05","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"274","PUMP/POMPA 21690-200","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"275","PUMP/POMPA 21780","500105GT","500205GT",,,"JABSCO","INBOARD_ENGINES",
"276","PUMP/POMPA 21810","500177GT",,"RK0009",,"JABSCO","INBOARD_ENGINES",
"277","PUMP/POMPA 21810-01","500105GT","500205GT",,,"JABSCO","INBOARD_ENGINES",
"278","PUMP/POMPA 21820-200","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"279","PUMP/POMPA 21820-2001","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"280","PUMP/POMPA 21820-205","500107GT","500207GT",,,"JABSCO","INBOARD_ENGINES",
"281","PUMP/POMPA 21880-200","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"282","PUMP/POMPA 21880-205","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"283","PUMP/POMPA 21890","500177GT",,"RK0009",,"JABSCO","INBOARD_ENGINES",
"284","PUMP/POMPA 21960-200","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"285","PUMP/POMPA 21960-210","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"286","PUMP/POMPA 21960-211","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"287","PUMP/POMPA 21960-221","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"288","PUMP/POMPA 21980","500105GT","500205GT",,,"JABSCO","INBOARD_ENGINES",
"289","PUMP/POMPA 21990","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"290","PUMP/POMPA 22040-01","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"291","PUMP/POMPA 22040-0131","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"292","PUMP/POMPA 22040-0501","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"293","PUMP/POMPA 22040-0531","500145GT",,,,"JABSCO","INBOARD_ENGINES",
"294","PUMP/POMPA 22220-241","500104GT",,,,"JABSCO","INBOARD_ENGINES",
"295","PUMP/POMPA 22230-200","500100GX","500200GX",,,"JABSCO","INBOARD_ENGINES",
"296","PUMP/POMPA 22240","500116GX","500216GX",,,"JABSCO","INBOARD_ENGINES",
"297","PUMP/POMPA 22300-05","500104GT",,,,"JABSCO","INBOARD_ENGINES",
"298","PUMP/POMPA 22350-200","500100GX","500200GX",,,"JABSCO","INBOARD_ENGINES",
"299","PUMP/POMPA 22360","500116GX","500216GX",,,"JABSCO","INBOARD_ENGINES",
"300","PUMP/POMPA 22620","500116GX","500216GX",,,"JABSCO","INBOARD_ENGINES",
"301","PUMP/POMPA 22690-200","500114T","500214T",,,"JABSCO","INBOARD_ENGINES",
"302","PUMP/POMPA 22740-0151","500104GT",,,,"JABSCO","INBOARD_ENGINES",
"303","PUMP/POMPA 22740-0201","500104GT",,,,"JABSCO","INBOARD_ENGINES",
"304","PUMP/POMPA 22740-0251","500104GT",,,,"JABSCO","INBOARD_ENGINES",
